Tuner,N_iter,Colsample By Tree,Max Depth,N Estimators,Accuracy,Precision,Recall,F1,Micro F1,Target
random,22,0.3550216397785733,3,124,0.9015486725663717,0.7495186978589348,0.6624423963133641,0.6931397340107022,0.9015486725663717,f1
random,22,0.8635436765746527,4,82,0.9004424778761062,0.7435265972417675,0.6752671291841799,0.701510059727338,0.9004424778761062,f1
random,22,0.3904383955740043,3,139,0.8949115044247787,0.7235596212485957,0.6587203119461184,0.6832106826020399,0.8949115044247787,f1
bayes,22,0.23661353695818038,4,144,0.9059734513274337,0.7659154823245191,0.6783688661568845,0.7102203517028891,0.9059734513274338,f1
bayes,22,0.6992962031683503,5,75,0.9059734513274337,0.7659154823245191,0.6783688661568845,0.7102203517028891,0.9059734513274338,f1
bayes,22,0.6682573228290749,3,147,0.9070796460176991,0.7695684523809524,0.6834709069732111,0.7152243373385536,0.9070796460176991,f1
bayes,22,0.6895468529410538,4,79,0.9059734513274337,0.764839094159714,0.6828505595786702,0.7134279374195833,0.9059734513274338,f1
bayes,22,0.5906005895127432,4,72,0.8982300884955752,0.7359375,0.6605813541297413,0.6881028456565111,0.8982300884955752,f1
random,23,0.3831427450612367,3,111,0.8915929203539823,0.7117224880382775,0.65237757634071,0.6749776205919904,0.8915929203539823,f1
random,23,0.8692726508565352,4,90,0.9004424778761062,0.7439068489187821,0.6707854357623944,0.6982374933238384,0.9004424778761062,f1
random,23,0.3530694344997053,3,54,0.9015486725663717,0.7511029640216242,0.6534790094697929,0.6859824756552115,0.9015486725663717,f1
random,23,0.36550530216133864,3,100,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,23,0.3621483712938677,3,89,0.8993362831858407,0.7399743284129459,0.6656833949460678,0.6931993212374364,0.8993362831858407,f1
bayes,23,0.8,3,150,0.8982300884955752,0.7354573484069886,0.6740264343950979,0.6981416957026713,0.8982300884955752,f1
bayes,23,0.656161534271523,5,97,0.8982300884955752,0.7357344326318074,0.6650630475515268,0.6915316598421459,0.8982300884955752,f1
bayes,23,0.7521229721331391,3,150,0.9015486725663717,0.7472793543348086,0.6803691700005063,0.7064153229190613,0.9015486725663717,f1
bayes,23,0.36656551655509617,3,101,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
bayes,23,0.2464340534442816,3,138,0.8993362831858407,0.7423599957168862,0.6432749278371399,0.675121931955058,0.8993362831858407,f1
random,24,0.9662894171007306,3,121,0.9048672566371682,0.7602516814927316,0.6822302121841293,0.7116491602872234,0.9048672566371682,f1
random,24,0.6840848638350359,5,72,0.9037610619469026,0.7583085389806118,0.6681647845242316,0.7000354703250684,0.9037610619469026,f1
random,24,0.3586642014958432,3,92,0.8960176991150443,0.7275297619047619,0.6548589659188737,0.6813224727360004,0.8960176991150443,f1
random,24,0.8002974670841458,3,103,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,24,0.23263171881404823,3,132,0.9015486725663717,0.7511029640216242,0.6534790094697929,0.6859824756552115,0.9015486725663717,f1
bayes,24,0.8,3,102,0.8971238938053098,0.7319390156155806,0.6509976198916291,0.6793482613819697,0.8971238938053098,f1
bayes,24,0.7943796441822017,3,106,0.8982300884955752,0.7364928909952606,0.65161796728617,0.6809819716148829,0.8982300884955752,f1
bayes,24,0.6807894392552403,5,110,0.9048672566371682,0.7611607142857143,0.6777485187623437,0.708443964418043,0.9048672566371682,f1
bayes,24,0.7614078288936665,3,149,0.9026548672566371,0.75147762454264,0.6809895173950473,0.7081431695111751,0.9026548672566371,f1
bayes,24,0.605897894621322,3,150,0.8993362831858407,0.7392337216576772,0.6791284752114245,0.7030084009949782,0.8993362831858407,f1
random,25,0.45033340491286894,5,131,0.9004424778761062,0.7454186413902053,0.6573403554970375,0.6879171461449942,0.9004424778761062,f1
random,25,0.9296494529427877,3,95,0.9004424778761062,0.7439068489187821,0.6707854357623944,0.6982374933238384,0.9004424778761062,f1
random,25,0.7832987348415932,3,146,0.9048672566371682,0.7594286518435125,0.6867119056059148,0.714776279295012,0.9048672566371682,f1
random,25,0.8591396803659173,3,101,0.9026548672566371,0.7527529761904762,0.6720261305514761,0.7016635914975324,0.9026548672566371,f1
random,25,0.3686173994492995,3,94,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
bayes,25,0.2236365576200251,3,133,0.9026548672566371,0.7552783891742072,0.6585810502861195,0.6913143353821319,0.9026548672566371,f1
bayes,25,0.4409914355256798,3,94,0.9026548672566371,0.7552783891742072,0.6585810502861195,0.6913143353821319,0.9026548672566371,f1
bayes,25,0.36112249560042675,3,101,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
bayes,25,0.8,3,117,0.8971238938053098,0.7316196793808734,0.6644427001569859,0.6898799313893653,0.8971238938053098,f1
bayes,25,0.6512592898862541,5,110,0.8993362831858407,0.7396797375131512,0.6701650883678534,0.6965491801766909,0.8993362831858407,f1
random,26,0.9020599063886969,3,78,0.9015486725663717,0.7502657707351319,0.6579607028915785,0.6896071479551092,0.9015486725663717,f1
random,26,0.6667602620192434,5,148,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
random,26,0.4582890796040201,5,92,0.8938053097345132,0.7193896000578578,0.6536182711297919,0.6781199928787609,0.8938053097345132,f1
random,26,0.45230991586375136,5,92,0.8938053097345132,0.7193896000578578,0.6536182711297919,0.6781199928787609,0.8938053097345132,f1
random,26,0.36082229315466025,3,86,0.8993362831858407,0.7403223675518562,0.6612017015242821,0.689765317705446,0.8993362831858407,f1
bayes,26,0.6760483600884215,3,119,0.9026548672566371,0.7543443917851501,0.663062743707905,0.6948523206751056,0.9026548672566371,f1
bayes,26,0.7252466311328856,4,150,0.9037610619469026,0.7557998537777064,0.6816098647895883,0.7098876777513418,0.9037610619469026,f1
bayes,26,0.22079276178847093,3,144,0.9059734513274337,0.7713995074419102,0.6604420924697423,0.6965424639140652,0.9059734513274338,f1
bayes,26,0.6772633185999807,5,95,0.9026548672566371,0.7527529761904762,0.6720261305514761,0.7016635914975324,0.9026548672566371,f1
bayes,26,0.6743979353060519,5,105,0.9004424778761062,0.7443452380952381,0.6663037423406087,0.6948832185770217,0.9004424778761062,f1
random,27,0.9918648469006961,4,102,0.9004424778761062,0.7460666829705714,0.6528586620752519,0.6842987520953623,0.9004424778761062,f1
random,27,0.37311208884961966,3,129,0.8926991150442478,0.7154995631163181,0.6529979237352509,0.6765414338147144,0.8926991150442478,f1
random,27,0.8202332713770879,3,141,0.8993362831858407,0.7390748891416514,0.6836101686332101,0.7061233821674937,0.8993362831858407,f1
random,27,0.39347380355077743,3,94,0.9004424778761062,0.746799191374663,0.6483769686534664,0.6805854363290881,0.9004424778761062,f1
random,27,0.3536064108441581,3,98,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
bayes,27,0.6829852719362424,5,135,0.8993362831858407,0.7403223675518562,0.6612017015242821,0.689765317705446,0.8993362831858407,f1
bayes,27,0.6687841138671651,3,150,0.9059734513274337,0.764839094159714,0.6828505595786702,0.7134279374195833,0.9059734513274338,f1
bayes,27,0.7093382815093574,4,89,0.911504424778761,0.78328173374613,0.7038790702385173,0.7346756086465227,0.911504424778761,f1
bayes,27,0.22865773673426384,3,150,0.9059734513274337,0.7698274612150211,0.6649237858915278,0.7000956228167751,0.9059734513274338,f1
bayes,27,0.39130467141811814,3,134,0.8949115044247787,0.7235596212485957,0.6587203119461184,0.6832106826020399,0.8949115044247787,f1
grid,27,0.8,3,100,0.8982300884955752,0.7368549767669357,0.6471362738643844,0.6772831688085925,0.8982300884955752,f1
